#Ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2021,011  ,9203 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,28191.0,0.0,28191.0,28189.84
2021,011  ,9203 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,107358.0,0.0,107358.0,107926.6
2021,011  ,9203 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,35801.0,0.0,35801.0,37326.59
2021,012  ,011  ,359    ,ALTRES DESPESES FINANCERES                        ,012,01   ,35    ,70000.0,270000.0,340000.0,339974.95
2021,012  ,1521 ,209    ,CÀNONS CONVENIS HABITATGE                         ,012,15   ,20    ,125000.0,0.0,125000.0,121864.6
2021,012  ,1521 ,227991 ,PRESTACIÓ DE SERVEIS OFICINA D'HABITATGE          ,012,15   ,22    ,466320.0,0.0,466320.0,466320.0
2021,012  ,1521 ,449    ,TRANF CORR GESTIO LLOGUER HABITATGE SOCIAL        ,012,15   ,44    ,430000.0,98600.0,528600.0,478600.0
2021,012  ,1521 ,48902  ,TRANSF CORRENTS FUNDACIÓ HABITAT 3                ,012,1521 ,48902 ,207600.0,-35831.67,171768.33,132017.74
2021,012  ,1521 ,48903  ,TRANSF CORRENTS AJUTS AL LLOGUER                  ,012,15   ,48    ,260000.0,14200.0,274200.0,185078.25
2021,012  ,161  ,467    ,TRANSF CONGIAC                                    ,012,161  ,467   ,1.0,6800.0,6801.0,6800.0
2021,012  ,161  ,740    ,TRANSFERENC CAPITAL APSA                          ,012,161  ,740   ,300000.0,705000.0,1005000.0,432164.0
2021,021  ,1512 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,359640.0,0.0,359640.0,358587.6
2021,021  ,1512 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,71411.0,0.0,71411.0,71410.46
2021,021  ,1512 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,235026.0,0.0,235026.0,196239.64
2021,021  ,1513 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,64286.0,0.0,64286.0,63044.95
2021,021  ,1513 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,28265.0,0.0,28265.0,40157.78
2021,021  ,1513 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,43296.0,0.0,43296.0,32970.64
2021,021  ,1513 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,45873.0,0.0,45873.0,44246.83
2021,021  ,1513 ,12006  ,TRIENNIS                                          ,,1    ,1     ,25756.0,0.0,25756.0,23073.93
2021,021  ,1513 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,81973.0,0.0,81973.0,80631.95
2021,021  ,1513 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,208787.0,0.0,208787.0,213621.61
2021,021  ,1513 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,40877.0,0.0,40877.0,57771.65
2021,021  ,1513 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,159037.0,0.0,159037.0,152056.57
2021,021  ,1521 ,467    ,APORT. CONSORCI PRAT NORD                         ,021,1521 ,467   ,40549.0,0.0,40549.0,22950.0
2021,021  ,1532 ,619    ,INV MILLORA INFRAESTRUCT BÉNS ÚS GRAL(ESPAI PUBLIC,021,1532 ,619   ,2300000.0,7139798.03,9439798.03,621455.78
2021,021  ,440  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,14133.0,0.0,14133.0,13992.37
2021,021  ,440  ,12006  ,TRIENNIS                                          ,,4    ,1     ,3094.0,0.0,3094.0,3062.46
2021,021  ,440  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,6741.0,0.0,6741.0,6676.53
2021,021  ,440  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,20769.0,0.0,20769.0,21003.43
2021,021  ,440  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,11565.0,0.0,11565.0,11873.19
2021,021  ,4411 ,22602  ,PUBLICITAT-DIFUSIÓ TRANSPORT                      ,021,44   ,22    ,2500.0,0.0,2500.0,0.0
2021,021  ,4411 ,22701  ,PRESTACIÓ DE SERVEIS MOBILITAT                    ,021,44   ,22    ,29200.0,148700.0,177900.0,90274.96
2021,021  ,4411 ,464    ,TRANSF TRANSPORT URBÀ                             ,021,44   ,46    ,339000.0,0.0,339000.0,251609.61
2021,021  ,4411 ,489    ,QUOTA-APORTACIONS DIVERSES                        ,021,44   ,48    ,1200.0,0.0,1200.0,1200.0
2021,032  ,1722 ,22701  ,ESTUDIS I TREBALLS TÈCTICS                        ,032,17   ,22    ,60000.0,0.0,60000.0,36427.89
2021,032  ,1722 ,227991 ,CONTR PREST CONTROL ENERGÈTIC                     ,032,17   ,22    ,44515.0,0.0,44515.0,38667.89
2021,032  ,1722 ,227992 ,DESPLEGAMENT OFICINA D'ENERGIA I CLIMA            ,032,17   ,22    ,70000.0,0.0,70000.0,67456.08
2021,042  ,334  ,48915  ,TRANSF CORRENT FEDERACIÓ EXTREMEÑA                ,042,334  ,48915 ,5500.0,0.0,5500.0,0.0
2021,042  ,334  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,225477.0,0.0,225477.0,220867.91
2021,042  ,334  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,125005.0,0.0,125005.0,124588.06
2021,042  ,334  ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,3    ,1     ,2000.0,0.0,2000.0,1674.7
2021,042  ,334  ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,3    ,1     ,3130.0,0.0,3130.0,5549.58
2021,042  ,334  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,204896.0,0.0,204896.0,191212.01
2021,042  ,334  ,22706  ,CONVOCATÒRIA ARTÍSTICA ARTS VISUALS               ,042,33   ,22    ,20000.0,0.0,20000.0,14350.0
2021,042  ,334  ,227991 ,PROGRAMA ARTS EN VIU                              ,042,33   ,22    ,350000.0,0.0,350000.0,314945.08
2021,042  ,334  ,227992 ,DESP DIVERSES ARTS EN VIU                         ,042,334  ,227992,6.0,66550.5,66556.5,24312.7
2021,042  ,334  ,227993 ,CONTR PREST SERVEIS CINEMA CAPRI                  ,042,33   ,22    ,18000.0,0.0,18000.0,18000.0
2021,042  ,334  ,227994 ,ARTS VISUALS                                      ,042,33   ,22    ,40000.0,0.0,40000.0,26399.51
2021,042  ,334  ,48901  ,TRANSF CORRENTS DINAMITZACIÓ MOV ASSOCIATIU       ,042,33   ,48    ,47634.0,0.0,47634.0,40778.0
2021,042  ,334  ,48902  ,TRANSF CORRENTS AMICS DE L'ART DEL PRAT           ,042,334  ,48902 ,230000.0,0.0,230000.0,230000.0
2021,042  ,334  ,48903  ,TRANSF CORRENTS ANIVERSARIS ENTITATS              ,042,33   ,48    ,4500.0,0.0,4500.0,4500.0
2021,042  ,334  ,48905  ,TRANSF CORRENT BANDA DE MUSICA DEL PRAT           ,042,334  ,48905 ,12000.0,0.0,12000.0,5000.0
2021,042  ,334  ,48906  ,TRANSF CORRENT UNIÓ FILHARMÒNICA                  ,042,334  ,48906 ,12000.0,0.0,12000.0,7500.0
2021,042  ,334  ,48907  ,TRANSF CORRENT ASSOCIACIÓ MUSICAL DEL PRAT        ,042,334  ,48907 ,12000.0,0.0,12000.0,0.0
2021,042  ,334  ,48908  ,TRANSF CORRENT LA XARXA                           ,042,334  ,48908 ,6000.0,0.0,6000.0,6000.0
2021,042  ,334  ,48909  ,TRANSF CORRENT FEDERACIÓ EL NUS                   ,042,334  ,48909 ,20000.0,0.0,20000.0,20000.0
2021,042  ,334  ,48910  ,TRANSF CORRENTS ASSOCIACIÓ GEGANTERA DEL PRAT     ,042,334  ,48910 ,6000.0,0.0,6000.0,6000.0
2021,042  ,334  ,48911  ,TRANSF CORRENTS TEATRE KADDISH                    ,042,334  ,48911 ,60000.0,0.0,60000.0,60000.0
2021,042  ,334  ,48912  ,TRANSF CORRENT COLLA DIABLES DEL PRAT             ,042,334  ,48912 ,12000.0,0.0,12000.0,11122.13
2021,042  ,334  ,48913  ,TRANSF CORRENT ASSOCIACIÓ GEGANTERA DELTA         ,042,334  ,48913 ,3000.0,0.0,3000.0,3000.0
2021,042  ,334  ,48914  ,TRANSF CORRENTS CENTRO EXTREMEÑO RUTA             ,042,334  ,48914 ,11000.0,0.0,11000.0,11000.0
2021,042  ,334  ,48916  ,TRANSF CORRENT CENTRE D'ESTUDIS COMARC            ,042,334  ,48916 ,4500.0,0.0,4500.0,4500.0
2021,012  ,221  ,16205  ,ASSEGURANÇA VIDA I ACCIDENTS                      ,,2    ,1     ,68000.0,0.0,68000.0,61249.36
2021,012  ,221  ,164    ,AJUDA FAMILIAR                                    ,,2    ,1     ,32000.0,0.0,32000.0,20926.03
2021,012  ,231  ,48905  ,SUBVENCIONS I AJUTS HABITATGE                     ,012,23   ,48    ,90000.0,0.0,90000.0,32113.04
2021,012  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,110569.0,0.0,110569.0,139352.11
2021,012  ,912  ,10001  ,ALTRES REMUNERACIONS - ASSISTÈNCIA PLENS          ,,9    ,1     ,86514.0,0.0,86514.0,71667.24
2021,012  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,32052.0,0.0,32052.0,41499.76
2021,012  ,912  ,489    ,TRANSF CORRENTS GRUPS MUNICIPALS                  ,012,91   ,48    ,180000.0,0.0,180000.0,180000.0
2021,012  ,920  ,202    ,ARRENDAMENTS VARIS                                ,012,92   ,20    ,300000.0,0.0,300000.0,266918.85
2021,012  ,920  ,206    ,LLOGUER EQUIPS PROCES INFORMACIO                  ,012,92   ,20    ,10000.0,0.0,10000.0,0.0
2021,012  ,920  ,209    ,CÀNONS VARIS                                      ,012,920  ,209   ,45000.0,5181.56,50181.56,42346.46
2021,012  ,920  ,216    ,MANTENIMENT EQUIPS INFORMÀTICS/PROGRAMARI         ,012,92   ,21    ,480500.0,0.0,480500.0,343548.0
2021,012  ,920  ,22000  ,MATERIAL D'OFICINA                                ,012,92   ,22    ,125000.0,0.0,125000.0,81975.6
2021,012  ,920  ,22002  ,MATERIAL INFORMÀTIC NO INVENTARIABLE              ,012,92   ,22    ,210000.0,0.0,210000.0,121083.34
2021,012  ,920  ,22104  ,VESTUARI                                          ,012,92   ,22    ,30000.0,0.0,30000.0,12904.05
2021,012  ,920  ,22199  ,MATERIAL DIVERS - PREVENCIÓ RISCOS LABORALS       ,012,92   ,22    ,30000.0,0.0,30000.0,7410.06
2021,012  ,920  ,22200  ,SERVEIS COMUNICACIÓ TELECOMUNICACIONS             ,012,92   ,22    ,130000.0,0.0,130000.0,70969.28
2021,012  ,920  ,22201  ,SERVEIS COMUNICACIÓ POSTALS                       ,012,92   ,22    ,120000.0,0.0,120000.0,78248.15
2021,012  ,920  ,224    ,ASSEGURANCES                                      ,012,92   ,22    ,192000.0,0.0,192000.0,185057.96
2021,012  ,920  ,22500  ,TRIBUTS ESTATALS (Impost producció elèctrica)     ,012,92   ,22    ,1000.0,0.0,1000.0,2303.58
2021,012  ,920  ,22602  ,"ANUNCIS, PUBLICACIONS, ETC.                       ",012,92   ,22    ,8000.0,0.0,8000.0,14456.52
2021,012  ,920  ,22603  ,ANUNCIS DIARIS OFICIALS                           ,012,92   ,22    ,15000.0,0.0,15000.0,10920.0
2021,012  ,920  ,22604  ,DESP DEFENSA JURÍDICA I REGISTRAL                 ,012,92   ,22    ,25000.0,0.0,25000.0,80246.35
2021,012  ,920  ,227061 ,ESTUDIS I TREBALLS TÈCNICS                        ,012,92   ,22    ,200000.0,100000.0,300000.0,211013.62
2021,012  ,920  ,227062 ,ESTUDIS I TREBALLS TÈCNICS TIC                    ,012,92   ,22    ,255000.0,0.0,255000.0,199668.9
2021,012  ,920  ,227063 ,OFICINA TÈCNICA DESENVOLUPAMENT PROGRAMARI SITIC  ,012,92   ,22    ,170000.0,0.0,170000.0,76327.98
2021,021  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,118710.0,0.0,118710.0,118710.06
2021,021  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,31796.0,0.0,31796.0,31795.68
2021,021  ,933  ,632    ,INV MILLORA EQUIPAMENTS I SERVEIS                 ,021,933  ,632   ,1117000.0,2033027.77,3150027.77,1098496.3
2021,031  ,1321 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,32143.0,0.0,32143.0,33165.76
2021,031  ,1321 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,10824.0,0.0,10824.0,10245.72
2021,031  ,1321 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,64222.0,0.0,64222.0,75083.89
2021,031  ,1321 ,12006  ,TRIENNIS                                          ,,1    ,1     ,14246.0,0.0,14246.0,14889.57
2021,031  ,1321 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,45513.0,0.0,45513.0,51208.67
2021,031  ,1321 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,113785.0,0.0,113785.0,149750.35
2021,031  ,1321 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,84448.0,0.0,84448.0,89355.24
2021,031  ,1321 ,22699  ,DESPESES DIVERSES - VIA PÚBLICA                   ,031,13   ,22    ,1000.0,0.0,1000.0,140.84
2021,031  ,135  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16072.0,0.0,16072.0,1136.04
2021,031  ,135  ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14133.0,0.0,14133.0,14132.38
2021,031  ,135  ,12006  ,TRIENNIS                                          ,,1    ,1     ,6537.0,0.0,6537.0,6536.62
2021,031  ,135  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,15678.0,0.0,15678.0,7337.83
2021,031  ,135  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,35091.0,0.0,35091.0,14095.61
2021,031  ,135  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,50599.0,0.0,50599.0,54395.5
2021,031  ,135  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,37971.0,0.0,37971.0,27182.58
2021,031  ,135  ,22199  ,MATERIAL DIVERS - PROTECCIÓ CIVIL                 ,031,13   ,22    ,30000.0,30000.0,60000.0,33035.67
2021,031  ,135  ,22602  ,PUBLICITAT I DIFUSIÓ - PROTECCIÓ CIVIL            ,031,13   ,22    ,1000.0,0.0,1000.0,0.0
2021,031  ,135  ,22706  ,ESTUDIS I TREBALLS TÈCNICS PROTECCIÓ CIVIL        ,031,13   ,22    ,5000.0,0.0,5000.0,4543.55
2021,031  ,1500 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16072.0,0.0,16072.0,16071.45
2021,031  ,1500 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,32472.0,0.0,32472.0,31972.37
2021,031  ,1500 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,64222.0,0.0,64222.0,51607.91
2021,032  ,1722 ,467    ,APORT. CONSORCI ESPAIS NATURALS DEL DELTA         ,032,1722 ,467   ,60000.0,0.0,60000.0,60000.0
2021,032  ,2311 ,4892   ,LÍNIA AJUTS VULNERABILITAT ENERGÈTICA             ,032,2311 ,4892  ,70000.0,0.0,70000.0,0.0
2021,032  ,2311 ,4893   ,LÍNIA AJUTS ARRANJAMENTS ENERGIA DOMICILIS VULNERA,032,2311 ,4893  ,30000.0,0.0,30000.0,0.0
2021,032  ,419  ,22199  ,SUBMINISTRAMENTS DIVERSOS AGRICULTURA             ,032,41   ,22    ,15000.0,0.0,15000.0,0.0
2021,032  ,419  ,22602  ,PUBLICITAT I DIFUSIÓ AGRICULTURA                  ,032,41   ,22    ,7704.0,0.0,7704.0,0.0
2021,032  ,419  ,22699  ,DESPESES DIVERSES AGRICULTURA                     ,032,41   ,22    ,500.0,0.0,500.0,0.0
2021,032  ,419  ,22799  ,PRESTACIÓ SERVEIS AGRIGULTURA                     ,032,41   ,22    ,24000.0,0.0,24000.0,38646.03
2021,032  ,419  ,2279901,ESTRATÈGIA ALIMENTACIÓ SOSTENIBLE                 ,032,41   ,22    ,7100.0,0.0,7100.0,0.0
2021,032  ,419  ,489    ,TRANSF CORRENT AGRICULTURA                        ,032,41   ,48    ,17000.0,0.0,17000.0,4000.0
2021,032  ,419  ,48901  ,TRANSF CORRENT PARC AGRARI                        ,032,419  ,48901 ,20700.0,0.0,20700.0,20700.0
2021,032  ,419  ,48902  ,TRANSF CORRENT ESPIGOLADORS                       ,032,419  ,48902 ,12000.0,0.0,12000.0,12000.0
2021,032  ,419  ,48903  ,QUOTES-APORTACIONS DIVERSES                       ,032,41   ,48    ,1000.0,0.0,1000.0,1000.0
2021,033  ,2312 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,33119.0,0.0,33119.0,33118.88
2021,033  ,2312 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,10450.0,0.0,10450.0,10906.68
2021,033  ,2312 ,221991 ,SUBMINISTRAMENTS DIVERSOS                         ,033,23   ,22    ,3000.0,0.0,3000.0,0.0
2021,033  ,2312 ,226023 ,PUBLICITAT-DIFUSIÓ GENT GRAN                      ,033,23   ,22    ,2890.0,0.0,2890.0,10225.95
2021,033  ,2312 ,226994 ,DESP DIVERSES ACTIVITATS GENT GRAN                ,033,23   ,22    ,1542.0,0.0,1542.0,2575.24
2021,033  ,2312 ,227995 ,CONTR PREST SERVEIS GENT GRAN                     ,033,23   ,22    ,246000.0,0.0,246000.0,243465.97
2021,033  ,2312 ,48903  ,TRANSF CORRENTS GENT GRAN                         ,033,23   ,48    ,8000.0,0.0,8000.0,0.0
2021,033  ,2312 ,48905  ,"TRANSF CORRENTS COOP VIVENDES, CASAL AVIS         ",033,2312 ,48905 ,40000.0,0.0,40000.0,40000.0
2021,033  ,2314 ,227992 ,CONTR PREST SERVEIS COL·LECTIUS NECESSITATS ESPECI,033,23   ,22    ,67304.0,0.0,67304.0,37195.26
2021,033  ,2314 ,48902  ,TRANSF CORRENTS DISCAPACITATS                     ,033,23   ,48    ,5500.0,0.0,5500.0,2500.0
2021,033  ,2314 ,48904  ,TRANSF CORRENTS FUNDACIÓ RUBRICATUS               ,033,2314 ,48904 ,270000.0,0.0,270000.0,270000.0
2021,033  ,2314 ,48906  ,TRANSF CORRENTS DISPRAT-LLEURE                    ,033,2314 ,48906 ,70000.0,0.0,70000.0,70000.0
2021,033  ,2316 ,22606  ,PLA IGUALTAT DONA-HOME                            ,033,23   ,22    ,26000.0,0.0,26000.0,11808.45
2021,042  ,334  ,48917  ,TRANSF CORRENT CASA DE ANDALUCIA                  ,042,334  ,48917 ,13800.0,0.0,13800.0,6000.0
2021,042  ,334  ,48918  ,TRANSF CORRENT CASA DE ARAGÓN                     ,042,334  ,48918 ,11500.0,0.0,11500.0,9000.0
2021,042  ,334  ,48919  ,TRANSF CORRENT CASTELLERS DEL PRAT                ,042,334  ,48919 ,12000.0,0.0,12000.0,12000.0
2021,042  ,334  ,48920  ,TRANSF CORRENT AMICS DEL PRAT                     ,042,334  ,48920 ,8000.0,0.0,8000.0,8000.0
2021,042  ,334  ,48922  ,TRANSF CORRENTS SCR LO LLOBREGAT DE LES FLORS     ,042,334  ,48922 ,5100.0,0.0,5100.0,3300.0
2021,042  ,334  ,48923  ,TRANSF CORRENTS AGRUPACIÓ FOTOGRÀFICA PRAT        ,042,334  ,48923 ,2350.0,0.0,2350.0,2350.0
2021,042  ,334  ,48924  ,TRANSF CORRENTS AMICS DE LA SARDANA               ,042,334  ,48924 ,5100.0,0.0,5100.0,5100.0
2021,042  ,336  ,22602  ,PUBLICACIÓ BECA RECERCA HISTÒRICA                 ,042,33   ,22    ,3000.0,0.0,3000.0,0.0
2021,042  ,336  ,2260901,ACTIVITATS MEMÒRIA HISTÒRICA                      ,042,33   ,22    ,5000.0,0.0,5000.0,4144.5
2021,042  ,336  ,227991 ,ACTIVITATS HISTÒRIA LOCAL                         ,042,33   ,22    ,60000.0,0.0,60000.0,54927.63
2021,042  ,338  ,226991 ,"CALENDARI FESTIU, DESPESES DIVERSES               ",042,33   ,22    ,140000.0,0.0,140000.0,66497.75
2021,042  ,338  ,22799  ,"CALENDARI FESTIU, CONTR PREST SERVEIS             ",042,33   ,22    ,240000.0,150000.0,390000.0,295981.27
2021,042  ,338  ,48901  ,TRANSF COR COLLA DIABLES DEL PRAT (SANT POLLIN)   ,042,338  ,48901 ,5000.0,0.0,5000.0,0.0
2021,042  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,39701.0,0.0,39701.0,39700.5
2021,042  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,12923.0,0.0,12923.0,12949.44
2021,043  ,326  ,22799  ,PREST SERVEIS SALES D'ESTUDI                      ,043,32   ,22    ,31280.0,0.0,31280.0,17183.33
2021,043  ,3302 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,14133.0,0.0,14133.0,14062.36
2021,043  ,3302 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,5709.0,0.0,5709.0,5680.9
2021,043  ,3302 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,11942.0,0.0,11942.0,11884.86
2021,043  ,3302 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,92276.0,0.0,92276.0,93536.75
2021,043  ,3302 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,39718.0,0.0,39718.0,40477.71
2021,043  ,334  ,226991 ,DESP DIVERSES ACTIVITATS D'ESTIU                  ,043,33   ,22    ,4000.0,0.0,4000.0,862.5
2021,043  ,334  ,226992 ,DESP DIVERSES ACTIVITATS JUVENILS                 ,043,33   ,22    ,22000.0,0.0,22000.0,3267.0
2021,043  ,334  ,22799  ,PLA JOVE                                          ,043,33   ,22    ,311600.0,0.0,311600.0,299561.9
2021,043  ,334  ,227991 ,PROJECTE JOVES I MEDI OBERT                       ,043,33   ,22    ,163000.0,0.0,163000.0,164841.16
2021,012  ,920  ,22799  ,CONTR PRESTACIÓ DE SERVEIS                        ,012,92   ,22    ,270000.0,0.0,270000.0,76283.74
2021,012  ,920  ,227991 ,"PREST SERV INNOV DIGITAL, QUALITAT I PROJ ESTRATÈG",012,92   ,22    ,150000.0,0.0,150000.0,42053.54
2021,012  ,920  ,227992 ,CONTR PREST SERVEIS SITIC                         ,012,92   ,22    ,215000.0,0.0,215000.0,0.0
2021,012  ,920  ,23010  ,DIETES PERSONAL DIRECTIU                          ,012,92   ,23    ,2000.0,0.0,2000.0,0.0
2021,012  ,920  ,23020  ,DIETES PERSONAL NO DIRECTIU                       ,012,92   ,23    ,3316.0,0.0,3316.0,2089.43
2021,012  ,920  ,23110  ,LOCOMOCIÓ PERSONAL DIRECTIU                       ,012,92   ,23    ,2000.0,0.0,2000.0,0.0
2021,012  ,920  ,23120  ,LOCOMOCIÓ PERSONAL NO DIRECTIU                    ,012,92   ,23    ,4168.0,0.0,4168.0,2017.77
2021,012  ,920  ,233    ,ASSISTÈNCIA TRIBUNALS                             ,012,92   ,23    ,1800.0,0.0,1800.0,1866.28
2021,012  ,920  ,467    ,ECONOMIA-TRANSF.LOCALRET                          ,012,920  ,467   ,8000.0,0.0,8000.0,7558.08
2021,012  ,920  ,489    ,BEQUES PERSONAL COL·LABORADOR                     ,012,92   ,48    ,40000.0,0.0,40000.0,29238.53
2021,012  ,920  ,622    ,INVERSIÓ EDIFICIS I ALTRES                        ,012,920  ,622   ,100000.0,1291000.0,1391000.0,1305566.96
2021,012  ,920  ,624    ,INVERSIÓ ELEMENTS DE TRANSPORT                    ,012,920  ,624   ,50000.0,0.0,50000.0,0.0
2021,012  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPS PROCESOS INFORMÀTIC,012,920  ,626   ,516500.0,396747.56,913247.56,365237.09
2021,012  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERS                     ,012,920  ,629   ,100000.0,292102.69,392102.69,237862.65
2021,012  ,920  ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,012,920  ,830   ,1000.0,25453.25,26453.25,23568.69
2021,012  ,92010,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,64286.0,0.0,64286.0,19228.83
2021,012  ,92010,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10824.0,0.0,10824.0,10823.9
2021,012  ,92010,12006  ,TRIENNIS                                          ,,9    ,1     ,9006.0,0.0,9006.0,9005.18
2021,012  ,92010,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,36291.0,0.0,36291.0,17364.39
2021,012  ,92010,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,83493.0,0.0,83493.0,46656.14
2021,012  ,92010,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,55377.0,0.0,55377.0,23102.99
2021,031  ,1500 ,12006  ,TRIENNIS                                          ,,1    ,1     ,18143.0,0.0,18143.0,15529.3
2021,031  ,1500 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,48682.0,0.0,48682.0,43458.11
2021,031  ,1500 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,142744.0,0.0,142744.0,170303.24
2021,031  ,1500 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,262707.0,0.0,262707.0,263689.35
2021,031  ,1500 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,5000.0,0.0,5000.0,904.78
2021,031  ,1500 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,5000.0,0.0,5000.0,2499.31
2021,031  ,1500 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,188061.0,0.0,188061.0,150458.24
2021,031  ,1500 ,214    ,REPARAC VEHICLES                                  ,031,15   ,21    ,114110.0,0.0,114110.0,52830.33
2021,031  ,1500 ,221031 ,COMBUSTIBLE VEHICLES                              ,031,15   ,22    ,66550.0,0.0,66550.0,33288.54
2021,031  ,1500 ,22104  ,VESTUARI BRIGADA                                  ,031,15   ,22    ,66000.0,0.0,66000.0,12597.73
2021,031  ,1500 ,22199  ,"BRIGADA, MATERIAL TÈCNIC                          ",031,15   ,22    ,38800.0,0.0,38800.0,30262.51
2021,031  ,1500 ,224    ,ASSEGURANCES VEHICLES                             ,031,15   ,22    ,12640.0,0.0,12640.0,10464.11
2021,031  ,1501 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,9175.0,0.0,9175.0,0.0
2021,031  ,1501 ,12005  ,SOUS DEL GRUP E                                   ,,1    ,1     ,8409.0,0.0,8409.0,8388.1
2021,031  ,1501 ,12006  ,TRIENNIS                                          ,,1    ,1     ,1946.0,0.0,1946.0,1940.82
